publisher=AFP	abstract=<d> <p> <s> 公安机关 销毁 10 余万 非法 枪支 跨国 武器 走私 渐起 </s> </p> </d>	article=<d> <p> <s> 中广网 唐山 6 月 12 日 消息 据 中国 之声 《 新闻 晚 高峰 》 报道 </s> <s> 今天上午 </s> <s> 公安机关 2012 年缉枪 制爆 专项 行动 “ 统一 销毁 非法 枪爆 物品 活动 ” 在 河北 唐山 正式 启动 </s> <s> 10 万余只 非法 枪支 、 250 余吨 炸药 在 全国 150 个 城市 被 统一 销毁 。  黄明 : 现在 我 宣布 </s> <s> 全国 缉枪 制爆 统一 销毁 行动 开始 </s> <s>  随着 公安部 副部长 黄明 一声令下 </s> <s> 大量 仿制 式 枪 以及 猎枪 、 火药枪 、 气枪 在 河北 唐山 钢铁厂 被 投入 炼钢炉 。 与此同时 </s> <s> 在 全国 各 省区市 150 个 城市 </s> <s> 破案 追缴 和 群众 主动 上缴 的 10 万余支 非法 枪支 被 集中 销毁 </s> <s> 在 全国 各 指定 场所 </s> <s> 250 余吨 炸药 被 分别 销毁 。 公安部 治安 局局长 刘 绍武 介绍 </s> <s> 这次 销毁 的 非法 枪支 来源于 三个 方面 。  刘 绍武 : </s> </p> </d>
publisher=AFP	abstract=<d> <p> <s> 张绍 刚发 道歉信 网友 不 认可 : 他 的 问题 是 俯视 他人 </s> </p> </d>	article=<d> <p> <s> 天津 卫视 求职 节目 《 非你莫属 》 “ 晕倒 门 ” 事件 余波 未了 </s> <s> 主持人 张绍 刚 前日 通过 《 非你莫属 》 节目组 发出 道歉信 </s> <s> 称 自己 错 在 对 留学生 缺乏 了解 。 但 他 的 道歉 </s> <s> 没有 得到 网友 的 接受 和 原谅 </s> <s> 有 网友 尖锐 指出 </s> <s> 张绍 刚 的 问题 就 在 俯视 他人 </s> <s> 连 道歉 都 不会 。  张绍 刚 : 我 是 一番 好意  之前 哪怕 被 网友 骂 得 再 凶 </s> <s> 张绍 刚 也 表现 彪悍 </s> <s> 声称 自己 没错 </s> <s> 绝不 道歉 。 但 这 几天 李开复 领衔 讨伐 节目组 </s> <s> 网上 民意 汹汹 要 他 “ 下课 ” </s> <s> 张绍 刚 显然 有点 撑不住 。 前日 他 通过 《 非你莫属 》 节目组 </s> <s> 发出 一则 语焉不详 的 道歉信 。  信中 他 将 自己 在 节目 中 的 表现 </s> <s> 解释 为 一番 好意 </s> <s> 就 像 几年 前程 鹤麟 先生 </s> </p> </d>
publisher=AFP	abstract=<d> <p> <s> # 夫妻 “ 麦客 ” 忙 麦收 </s> </p> </d>	article=<d> <p> <s> 临沂 </s> <s> 2012 年 6 月 4 日 </s> <s> 夫妻 “ 麦客 ” 忙 麦收 </s> <s> 6 月 4 日 </s> <s> 在 山东省 临沂市 郯城县 郯城 街道 米 顶村 麦田 间 </s> <s> 范加江 驾驶 收割机 在 收获 小麦 。 </s> <s> 三夏 时节 </s> <s> 山东 小麦 主产区 处处 可见 “ 麦客 ” 驾驶 联合 收割机 在 麦田 中 来回 穿梭 。 生活 在 郯城县 郯城 街道 东风村 的 范加江 、 赵琴兰 夫妇 就是 众多 “ 麦客 ” 中 的 一对 。 小两口 于 2011 年 投资 11 万多元 购买 了 一台 大型 小麦 联合 收割机 </s> <s> 成为 村里 第一 对 夫妻 “ 麦客 ” 。 麦收 时节 </s> <s> 天一 刚亮 </s> <s> 夫妻俩 就 开始 为 农户 收割 小麦 </s> <s> 中午 在 田间 地头 凑合 填饱 肚子 </s> <s> 晚上 有时 要 干到 十一 、 二点 。 夫妻俩 各自 分工 </s> <s> 丈夫 收割 </s> <s> 妻子 负责 量 地 、 看路 、 买油 、 替 农户 装 </s> </p> </d>
publisher=AFP	abstract=<d> <p> <s> 欧洲杯 大战 在 即 荷兰 葡萄牙 面临 淘汰 将 背水一战 </s> </p> </d>	article=<d> <p> <s> 中广网 北京 6 月 13 日 消息 据 中国 之声 《 新闻 晚 高峰 》 报道 </s> <s> 明天 凌晨 两场 欧洲杯 的 精彩 比赛 上演 </s> <s> 死亡 之组 B 组 当中 两支 传统 的 强队 荷兰队 和 葡萄牙队 正 面临 着 提前 淘汰 出局 的 危险 。  第一轮 之后 B 组 的 积分 的 形势 是 3 、 3 、 0 、 0 </s> <s> 德国 和 丹麦 3 分 </s> <s> 葡萄牙 和 荷兰 0 分 。 今天 又 是 3 分 的 两支 球队 分别 对阵 0 分 的 两支 球队 </s> <s> 如果 0 分 的 再 输 就 会 被 淘汰 </s> <s> 而 3 分 的 如果 再赢 就 可以 提前 出线 。 换句话说 </s> <s> 德国 和 丹麦 今天 晚上 赢球 就 能 出线 </s> <s> 葡萄牙 和 荷兰 如果 输球 就要 回家 。  葡萄牙 : C 罗 输球 后 失声痛哭  北京 时间 今天 晚上 12 点 丹麦 对 葡萄牙 的 比赛 将 在 乌克兰 的 利沃夫 进行 </s> <s> 明天 凌晨 2 点 45 分 德国 对 荷兰 的 比赛 将 在 </s> </p> </d>
publisher=AFP	abstract=<d> <p> <s> 扎克 伯格 携妻 罗马 当街 吃 30 元 麦当劳 午餐 </s> </p> </d>	article=<d> <p> <s> 环球网 记者 李亮 报道 </s> <s> 正在 意大利 度蜜月 的 “ 脸谱 ” 创始人 扎克 伯格 与 他 华裔 妻子 的 一举一动 都 处于 媒体 的 追踪 之下 。 5 月 31 日 </s> <s> 在 罗马 这个 拥有 13 家 米其林 星级 餐厅 的 城市 </s> <s> 身家 近 千亿 的 扎克 伯格 夫妇 被 发现 穿着 普通 的 T恤 短袖 </s> <s> 在 路边 一家 麦当劳 花 3 英镑 买 了 两人 的 午餐 </s> <s> 并 坐在 街边 的 台阶 上 大嚼 起来 。  英国 《 每日 电讯报 》 5 月 31 日 报道 </s> <s> 扎克 伯格 夫妇 的 这顿 午饭 包括 汉堡 、 炸鸡 </s> <s> 仅 3 英镑 。 两人 先是 依偎 着 看 餐牌 </s> <s> 然后 由 妻子 点餐 </s> <s> 扎克 伯格 则 调皮 地拿起 手机 </s> <s> 给 妻子 拍照 。 拎 着 装满 快餐 食品 的 纸袋子 </s> <s> 这 对 明星 夫妇 竟 坐在 街边 的 一个 台阶 上 </s> <s> 边 聊天 边大 吃 起来 。  一位 路人 告诉 记 </s> </p> </d>
publisher=AFP	abstract=<d> <p> <s> “ 十分钟 ” 传导 “ 三 公里 ” </s> </p> </d>	article=<d> <p> <s> 本报记者 </s> <s> 张忠德  本报 通讯员 </s> <s> 张艳 </s> <s> 苏婧  城区 “ 十分钟 ”  从 5 月 中旬 开始 </s> <s> 在 胶南市 珠海 街道 办事处 的 烟台 东 社区 大 舞台 上 </s> <s> 一台 台 京剧 演出 点燃 了 附近 居民 的 热情 </s> <s> 100 多人 的 演出 队伍 更是 让 几千 人次 的 观众 大呼 过瘾 。 烟台 东 社区 一位 负责人 告诉 记者 : “ 我们 这个 大 舞台 总共 投资 了 600 多万元 </s> <s> 可以 承接 很多 大型 演出 。 除了 这个 中心 舞台 外 </s> <s> 还 建设 有 古香古色 的 博物馆 、 村级 阅览室 、 活动室 等 </s> <s> 每到 夏天 都 会 有 很多 演出 。 ”  2012 年 </s> <s> 胶南市 继续 对 现有 公共 文化 服务设施 实施 提升 工程 。 其中 </s> <s> 投资 150 万元 对 20 处 城市 社区 文化 中心 实施 功能 建设 完善 ; 加大 人民 路 、 石桥 大厦 、 珠海 路 三处 文化 广场 的  </s> </p> </d>
publisher=AFP	abstract=<d> <p> <s> 金正恩 为 朝 少年 团 代表 安排 宴会 学生 发誓 坚决 跟随 </s> </p> </d>	article=<d> <p> <s> 中新网 6 月 8 日电 </s> <s> 据 朝中社 报道 </s> <s> 260 多名 朝鲜 少年 团 代表 7 日 参加 了 朝鲜劳动党 第一书记 、 朝鲜 国防委员会 第一 委员长 金正恩 为 他们 自 安排 的 宴会 。  金正恩 为 少年 团 代表 们 送来 牛肉 、 虹鳟鱼 等 </s> <s> 给予 他们 悉心 的 照顾 。 少年 团 代表 们 发誓 </s> <s> 坚决 只 相信 并 跟随 金正恩 </s> <s> 准备 成为 强盛 国家 坚定 的 骨干 。 </s> <s> </s> </p> </d>
publisher=AFP	abstract=<d> <p> <s> 国资委 回应 央企 审计报告 称 97% 问题 完成 修改 </s> </p> </d>	article=<d> <p> <s> 中新社 北京 6 月 2 日电 国资委 2 日 在 官 网上 回应 了 日前 国家审计署 发布 的 15 家 中央 企业 2010 年 财务收支 等 审计 结果 公告 </s> <s> 表示 欢迎 社会 对央企 进行 监督 。 被 “ 点名 ” 的 央企 也 于 2 日前 纷纷 对 审计署 提出 的 问题 进行 “ 检讨 ” </s> <s> 并称 将 进一步 完善 其 制度 。  据悉 </s> <s> 审计署 1 日 公布 了 中 石油 、 中石化 、 中国 电科 、 一汽 、 二重 等 15 家 中央 企业 2010 年度 财务收支 等 审计 结果 公告 </s> <s> 披露 了 这些 中央 企业 在 财务管理 、 内部管理 、 投资 项目管理 等 方面 存在 的 问题 。  对于 审计署 指出 的 中国 农业 发展 集团 所属 企业 发车 补贴 两千余 万元 </s> <s> 中农 发 表示 将 对 审计 发现 的 问题 边 审边 改 </s> <s> 及时 纠正 。 中 石油 集团 也 在 官网 发出 声明 </s> <s> 将 结合 2011 年 会计 决算 工作 </s> <s> 完善 相 </s> </p> </d>
publisher=AFP	abstract=<d> <p> <s> 证监会 : 重组 中 股票 异常 交易 监管 将 加强 </s> </p> </d>	article=<d> <p> <s> 证监会 近日 召开 新闻 通气会 </s> <s> 就 《 关于 加强 与 上市公司 重大 资产重组 相关 股票 异常 交易 监管 的 暂行规定 》 向 社会 公开 征求意见 。  根据 该 规定 </s> <s> 上市公司 停牌 进入 重大 资产重组 程序 后 </s> <s> 证券 交易所 将 立即 启动 股票 异常 交易 核查 程序 </s> <s> 并 及时 将 股票 异常 交易 信息 上报 证监会 。 证监会 对 股票 异常 交易 信息 进行 核查 后 </s> <s> 如 认为 涉嫌 内幕 交易 </s> <s> 决定 立案 稽查 的 </s> <s> 上市公司 应 暂停 重组 进程 </s> <s> 并 及时 进行 信息 披露 和 风险 提示 。  该 规定 明确 </s> <s> 如果 上市公司 及其 控股 股东 、 实际 控制 人 、 占 本次 重组 总 交易额 的 比例 在 20% 以上 的 交易 对方 </s> <s> 因 本次 重大 资产重组 相关 的 内幕 交易 行为 被 证监会 行政处罚 或者 被 司法机关 依法追究 刑事责任 的 </s> <s> 证监会 将 终止 审核 。  </s> </p> </d>
publisher=AFP	abstract=<d> <p> <s> 台媒 曝 岛内 大学教授 假发票 案 涉案 教授 或 达千人 </s> </p> </d>	article=<d> <p> <s> 中国台湾 网 6 月 15 日 消息 </s> <s> 据 台湾 《 中国时报 》 报道 </s> <s> 岛内 大学教授 “ 假发票 、 真 A 钱 ” 案 </s> <s> 如 滚雪球 </s> <s> 愈演愈烈 </s> <s> 目前 共有 台北 、 台 中 、 彰化 、 台南 等 四个 地检署 在 侦办 。 最新 一期 的 《 时报周刊 》 报道 </s> <s> 涉案 教授 可能 多达 1000 人 </s> <s> 其中 理工 领域 占 三分之二 强 ; 由于 台湾 “ 检察 总长 ” 黄世铭 定调 以 贪污罪 嫌 究办 </s> <s> 涉案者 将 面临 牢狱之灾 </s> <s> 岛内 各 顶尖 大学 或 学生 </s> <s> 都 会 产生 不小 冲击 。 </s> </p> </d>
